Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,ID
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 13 May,28h 50m,1 stop,No info,13067,4039
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,14151,7567
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,14151,5113
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151,1750
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,14151,1383
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,14151,2242
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 13 May,16h 45m,1 stop,No info,14151,3437
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 13 May,17h 55m,1 stop,No info,14151,7304
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 13 May,21h 25m,1 stop,No info,13067,694
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 13 May,28h 5m,1 stop,In-flight meal not included,10703,3075
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 13 May,28h 5m,1 stop,No info,12121,900
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 13 May,29h 5m,1 stop,No info,13067,6804
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151,3222
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 May,13h 20m,1 stop,No info,14151,4203
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 13 May,14h 30m,1 stop,No info,14151,3868
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 13 May,18h,1 stop,No info,13067,2809
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 13 May,21h 35m,1 stop,No info,14151,2014
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 13 May,22h 45m,1 stop,No info,13067,10270
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,In-flight meal not included,10703,9710
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,No info,12121,10105
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 13 May,27h 10m,1 stop,In-flight meal not included,8066,7059
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 13 May,27h 10m,1 stop,No info,10953,4884
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064,1162
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,9358,2948
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050,10373
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,4778
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050,7023
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678,9114
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,1165
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,6478,9229
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016,7506
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769,10512
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016,4169
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769,10430
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016,1743
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,10557
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769,6703
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,8016,9518
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5769,2610
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016,3081
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5769,5211
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,4942
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,5769,5654
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,04:25 13 Jun,20h 15m,2 stops,No info,14300,4271
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,12:35 13 Jun,28h 25m,2 stops,No info,14300,1566
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25 13 Jun,16h 10m,2 stops,No info,14300,3605
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,12:35 13 Jun,24h 20m,2 stops,No info,14300,4028
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 13 Jun,18h 15m,2 stops,No info,14300,3168
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,19:00 13 Jun,24h 40m,2 stops,No info,14300,4030
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 13 Jun,8h 25m,2 stops,In-flight meal not included,12410,9952
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 13 Jun,16h 35m,2 stops,No info,14300,99
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19:00 13 Jun,23h,2 stops,No info,14300,10591
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 13 Jun,18h 10m,2 stops,No info,14237,499
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,5343
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441,743
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,4628
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371,1528
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,No info,14714,5415
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,16289,1677
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,15190,4905
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 13 Jun,20h 25m,1 stop,In-flight meal not included,10577,2232
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10577,3034
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14924,1834
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 13 Jun,27h 35m,1 stop,In-flight meal not included,10262,6928
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262,3040
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714,1681
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 13 Jun,18h 25m,1 stop,In-flight meal not included,10262,5094
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 13 Jun,16h 55m,1 stop,In-flight meal not included,10262,6274
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 13 Jun,25h 5m,1 stop,In-flight meal not included,10262,4523
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,6564
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 13 Jun,23h 35m,1 stop,In-flight meal not included,10262,1005
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,6036
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,14714,9315
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 13 Jun,22h 35m,1 stop,In-flight meal not included,10262,17
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262,6869
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,2480
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 13 Jun,21h 35m,1 stop,In-flight meal not included,10262,9788
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 13 Jun,20h 35m,1 stop,In-flight meal not included,10262,8845
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 13 Jun,25h 30m,1 stop,In-flight meal not included,10262,5395
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 13 Jun,24h 45m,1 stop,In-flight meal not included,10262,10666
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 13 Jun,17h 20m,1 stop,In-flight meal not included,10262,2264
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 13 Jun,23h 45m,1 stop,In-flight meal not included,10262,7523
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 13 Jun,8h 40m,1 stop,In-flight meal not included,10262,8827
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 13 Jun,23h 15m,1 stop,In-flight meal not included,10262,10278
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 13 Jun,7h 30m,1 stop,In-flight meal not included,10262,2464
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 13 Jun,7h 30m,1 stop,No info,14714,10313
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 13 Jun,15h 40m,1 stop,In-flight meal not included,10262,6634
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 13 Jun,22h 5m,1 stop,In-flight meal not included,10262,9736
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 13 Jun,6h 35m,1 stop,In-flight meal not included,10262,1081
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 13 Jun,6h 35m,1 stop,No info,14714,3270
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 13 Jun,14h 45m,1 stop,In-flight meal not included,10262,9337
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 13 Jun,5h 35m,1 stop,In-flight meal not included,10262,7437
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 13 Jun,13h 45m,1 stop,In-flight meal not included,10262,1941
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 13 Jun,20h 10m,1 stop,In-flight meal not included,10262,8042
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 13 Jun,20h 10m,1 stop,No info,14714,7260
Jet Airways,12/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,7206
Jet Airways,12/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,5785
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,13292,3939
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,13292,10589
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507,10019
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292,8695
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25 13 Jun,18h 50m,2 stops,No info,13292,9588
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 13 Jun,27h,2 stops,No info,13292,2660
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,11507,347
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,In-flight meal not included,10368,9578
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,No info,13014,2658
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,3515
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,10547
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,5499
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,9210
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,10368,9000
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,10368,9906
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,No info,13014,3228
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368,728
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368,4096
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,No info,13014,9607
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368,8906
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,13014,9368
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,10368,6693
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,No info,13014,10078
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 13 Jun,17h 5m,2 stops,In-flight meal not included,10368,4873
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 13 Jun,17h 5m,2 stops,No info,13014,1088
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,4537
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804,8462
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 13 Jun,19h,2 stops,No info,13882,6315
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 13 Jun,27h 10m,2 stops,No info,13882,3655
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 13 Jun,16h 40m,2 stops,No info,13882,5142
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35 13 Jun,24h 50m,2 stops,No info,13882,5561
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 13 Jun,21h 40m,2 stops,In-flight meal not included,10919,3962
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 13 Jun,21h 40m,2 stops,No info,13376,6819
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 13 Jun,21h 40m,2 stops,No info,13376,9106
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919,1682
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919,8635
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,No info,13376,5888
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,In-flight meal not included,10919,4861
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,In-flight meal not included,10919,5359
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,No info,13376,5465
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,No info,13376,6986
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 Jun,22h 10m,1 stop,In-flight meal not included,7594,9225
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 Jun,22h 10m,1 stop,No info,12739,7909
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05 13 Jun,27h 35m,1 stop,In-flight meal not included,8529,8734
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9899,312
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13626,7777
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,9899,1673
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,13626,2301
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,9899,10402
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,No info,13626,6243
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,9899,7645
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,13626,5081
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,6224,377
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,10:05 13 Jun,25h 40m,1 stop,In-flight meal not included,8529,7276
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,9899,6596
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,9899,2075
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,13626,3848
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899,5275
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,13626,7945
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,9899,1793
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,In-flight meal not included,7594,5340
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,No info,12739,9297
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 13 Jun,18h 10m,1 stop,No info,13044,126
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,In-flight meal not included,8529,4285
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,No info,13044,4827
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 13 Jun,20h,1 stop,No info,13044,3232
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 13 Jun,21h 55m,1 stop,In-flight meal not included,8529,4774
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20 13 Jun,26h 15m,1 stop,In-flight meal not included,8529,7539
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15 13 Jun,28h 10m,1 stop,In-flight meal not included,8529,7409
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,9899,3731
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,13626,4789
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,9899,7242
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,13626,9579
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,13626,3539
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,9899,642
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,13626,1692
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,In-flight meal not included,6224,2389
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471,196
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 13 Jun,16h 50m,1 stop,In-flight meal not included,8529,2885
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17h 35m,1 stop,In-flight meal not included,8529,9128
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17h 35m,1 stop,No info,13044,175
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 13 Jun,19h 30m,1 stop,In-flight meal not included,8529,6308
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 13 Jun,19h 30m,1 stop,No info,13044,9870
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 13 Jun,23h 50m,1 stop,No info,13044,2753
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 Jun,25h 45m,1 stop,In-flight meal not included,8529,8660
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 13 Jun,27h 20m,1 stop,In-flight meal not included,8529,3430
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 13 Jun,28h 15m,1 stop,In-flight meal not included,8529,5299
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,9899,7641
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,9899,7561
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13626,4487
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 13 Jun,9h 45m,1 stop,In-flight meal not included,6959,3685
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 13 Jun,9h 45m,1 stop,No info,12576,8388
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 13 Jun,13h 20m,1 stop,No info,13044,2612
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 13 Jun,15h 10m,1 stop,In-flight meal not included,8529,1525
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 13 Jun,17h 5m,1 stop,In-flight meal not included,8529,4027
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 13 Jun,17h 5m,1 stop,No info,13044,411
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 13 Jun,21h 25m,1 stop,No info,13044,3095
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 13 Jun,23h 20m,1 stop,In-flight meal not included,8529,4489
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 13 Jun,23h 20m,1 stop,No info,13044,1170
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,8529,280
